Equipment Code,Elevator or Escalator,Asset Class,Station MRN,Station Name,Station Description,Station Complex MRN,Station Complex Description,Subway Line,Borough,X Coordinate,Y Coordinate,Original Installation Date,Latest Installation Date,Service Status Code,Service Status,Service Life,NYCT Owned,Maintained By,Installer,Revenue Machine,ADA Compliant,Street Access,Exposed to Weather,Escalator Rise,Elevator Rise,Elevator Capacity,Elevator Loading Class,Elevator Number of Landings,Escalator Number of Steps,Escalator Step Width,Elevator Direction Serviced,Elevator Order,Elevator Mezzanine 1 Access,Elevator Mezzanine 2 Access,Elevator Platform Access,Notes,Redundant Elevator,Redundant Elevator Street Access,Redundant Elevator Mezzanine Access,Redundant Elevator Access Between Mezzanines,Redundant Elevator Platform Access,Alternative Route,Georeference
EL778,Elevator,Elevator Hydraulic,121,LORIMERST-CNR-L,Lorimer St - Station,629,Metropolitan Av (G)/Lorimer St (L),BMT-Q-14ST/CANARSIE,Brooklyn,40.71406,-73.95027,04/01/2024,04/01/2024,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,,YES,YES,NO,NO,,,,,2,,,Southbound,2,+,-,+,Mezzanine to Canarsie-bound platform.,-,,,,,"If you are on the mezzanine: Use nearby elevator EL777 to take a Manhattan-bound L to Bedford Av and transfer across the platform for a Canarsie-bound L.  Or, exit the station and take a Rego Park-bound Q59 bus (Metropolitan Av and Rodney St) to Grand St and Bushwick Av. Elevator access (EL786) to Canarsie-bound service at Grand St L is located on the NE corner.  If you are on the platform: Take a Canarsie-bound L to Grand St and use the elevator to exit the station.  Then either:  Cross Bushwick Av to use the elevator (EL785) for Manhattan-bound service back to Lorimer St.  Or, take a Williamsburg-bound Q59 bus (north side of Grand St west of Bushwick Av) to Metropolitan Av and Macri Sq.",POINT (-73.95027 40.71406)
EL279X,Elevator,Elevator Hydraulic,404,28ST-LEX-6,28 St - Station,404,,IRT-MM-LEXINGTONAV,Manhattan,40.7433,-73.98439,09/20/2016,09/20/2016,IFIS,Installed-Functioning-In Service,17,NO,Private Contractor,AM,YES,YES,NO,NO,,,,,,,,Southbound,1,-,-,+,28 St & Park Ave (SW corner) to downtown platform,-,,,,,"If you are on the street: Take a M101, M102 or M103 (Lexington Av between 28th and 27th St) to 23 St.  Proceed to 23 St and Park Av for 23 St 6 Station. If you are on the platform: Take a southbound 6 to 23rd St.  Use elevator to exit station and then an uptown M1, M2 or M3 (Park Av South between 23 St and 24 St) to 28th St.",POINT (-73.98439 40.7433)
EL416X,Elevator,Elevator Hydraulic,456,61ST-WOODSIDE-FLS-7,61 St-Woodside - Station,456,,IRT-C-FLUSHING,Queens,40.745724,-73.902565,04/30/1999,04/30/1999,IFIS,Installed-Functioning-In Service,17,NO,LIRR,AM,YES,YES,NO,NO,,,,,,,,Southbound,2,+,-,+,mezzanine to Manhattan-bound 7 platform,-,,,,,Alt route not available for this elevator. Please use TripPlanner for latest information.,POINT (-73.902565 40.745724)
EL483,Elevator,Elevator Traction,083,WOODHAVENBLVD-JAM-J/Z,Woodhaven Blvd - Station,83,,BMT-J-JAMAICA,Queens,40.69388,-73.85158,01/24/2025,01/24/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,GALAXY,YES,YES,YES,YES,,29.35 ft,2500,Passenger,2,,,Northbound,1,+,-,+,Street (NW corner of Jamaica Ave and Woodhaven Blvd Service Rd) to Manhattan-bound platform.,-,,,,,"If you are on the street: Cross Jamaica Av and take a Jamaica Center-bound J or Z to Sutphin Blvd-Archer Av. Then, transfer to a Manhattan-bound J or Z. If you are on the platform: Take a Manhattan-bound J or Z to Flushing Av (or to Marcy Av if AM rush hour). Then, transfer to a Jamaica Center-Parsons/Archer-bound J or Z to Woodhaven Blvd.",POINT (-73.85158 40.69388)
EL325,Elevator,Elevator Hydraulic,410,CANALST-LEX-6,Canal St - Station,623,"Canal St (J,N,Q,R,Z,6)",IRT-MM-LEXINGTONAV,Manhattan,40.71827,-74.001,07/06/2001,03/28/2026,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,MID-AMERICAN,YES,YES,YES,YES,,14'-7 1/4in,2100,Passenger,2,,,Southbound,2,-,-,+,Canal St & Lafayette St (NE corner) to downtown 6 platform,-,,,,,If you are on the street: Take a downtown M55 bus (Broadway and Walker St) to Warren St. Then proceed east to Brooklyn Bridge-City Hall 4/5/6 station. If you are at the platform:  Contact a station agent to re-enter through the faregate and take a downtown 6 to Brooklyn Bridge-City Hall. Then use elevators to transfer to an uptown 6 to Canal St.,POINT (-74.001 40.71827)
EL392,Elevator,Elevator Hydraulic,101,MARCYAV-JAM-J/M/Z,Marcy Av - Station,101,,BMT-J-JAMAICA,Brooklyn,40.708298,-73.95804,10/22/2004,09/04/2024,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,CEMCO/MCE,YES,YES,YES,YES,,,2000,Passenger,,,,Northbound,2,-,-,+,Marcy Ave & Broadway (SW corner) to Jamaica Center bound-platform,-,,,,,"If you are on the street: Take a Kings Plaza-bound B46 bus to Flushing Av for Jamaica-bound service. If you are on the platform: Contact a station agent to re-enter through the faregate and take a Queens-bound J or M to Flushing Av, then use the elevator to exit the station and take a Williamsburg-bound B46 bus to Marcy Av.",POINT (-73.95804 40.708298)
ES409,Escalator,Escalator,223,LEXINGTONAV/63ST-63S-F/Q,Lexington Av/63 St - Station,223,,IND-T-63ST,Manhattan,40.765244,-73.967476,10/01/1989,10/01/1989,RNOS,Removed-Non Functioning-Out of Service,22,YES,NYCT,OTIS,YES,,NO,NO,40',,,,,137,40,,,,,,lower mezzanine (Lexington Ave & 63 St) to uptown Q and Queens-bound M platform,,,,,,,POINT (-73.967476 40.765244)
EL424,Elevator,Elevator Hydraulic,258,BRIARWOOD-QBL-E/F,Briarwood - Station,258,,IND-D-QUEENSBLVD,Queens,40.70918,-73.82057,04/30/2017,04/30/2017,IFIS,Installed-Functioning-In Service,17,YES,NYCT,EECO (ELEVATOR EQUIP. CO.),YES,NO,YES,YES,,,,Passenger,,,,Both,1,+,-,-,Queens Blvd & Main St (NE corner) to mezzanine passageway for service in both directions,-,,,,,Alt route not available for this elevator. Please use TripPlanner for latest information.,POINT (-73.82057 40.70918)
ES405,Escalator,Escalator,223,LEXINGTONAV/63ST-63S-F/Q,Lexington Av/63 St - Station,223,,IND-T-63ST,Manhattan,40.76518,-73.967285,10/01/1989,03/26/2026,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,25'11 3/4,,,,,91,40',,,,,,intermediate mezzanine (Lexington Ave & 63 St) to lower mezzanine,,,,,,,POINT (-73.967285 40.76518)
EL169X,Elevator,Elevator Hydraulic,305,137ST-CITYCOLLEGE-BWY7-1,137 St-City College - Station,305,,IRT-BB-BROADWAY/7AV,Manhattan,40.819,-73.957184,01/01/1900,01/02/1900,IFOS,Installed-Functioning-Out of Service,17,NO,Private Contractor,AM,NO,YES,NO,NO,,,,,,,,,,,,,3 Landings,,,,,,,POINT (-73.957184 40.819)
EL138,Elevator,Elevator Hydraulic,424,PELHAMPKWY-LWP-2/5,Pelham Pkwy - Station,424,,IRT-W-WHITEPLAINSRD,Bronx,40.856567,-73.86751,11/17/2007,11/17/2007,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CANTON,YES,YES,NO,YES,,,2000,Passenger,,,,Northbound,1,+,-,+,mezzanine to Wakefield 241 St-bound platform,-,,,,,"If you are on the mezzanine:  Use the elevator at the other end of the mezzanine to take an uptown 2 or 5 to Gun Hill  Rd. Then use elevators to transfer to a downtown 2 or 5.  Or, exit through the faregate and use the elevator to proceed to Pelham Pkwy and  White Plains Rd. Then take a Wakefield-bound Bx39 bus to E Gun Hill Rd and White  Plains Rd and enter Gun Hill Rd 2/5 Station.  If you are on the platform:  Take a downtown 2 or 5 to E 180 St. Then either: Use elevators to transfer to an uptown 2 or 5 to Pelham Pkwy 2/5 Station.  Or,  Take a Westchester Sq-bound Bx21 bus (Morris Park Av and Adams St) to Morris Park Av and White Plains Rd. Then transfer to a Wakefield-bound Bx39 bus to Pelham Pkwy 2/5 Station.",POINT (-73.86751 40.856567)
EL211,Elevator,Elevator Hydraulic,012,34ST-HERALDSQ-BWY-M/N/R/Q,34 St-Herald Sq - Station,607,"34 St-Herald Sq (B,D,F,M,N,Q,R)",BMT-A-BROADWAY/BRIGHTON,Manhattan,40.75007,-73.98795,11/22/1993,10/22/2021,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CANTON,YES,YES,NO,NO,,10' 1in,2500,Passenger,2,,,Southbound,4,+,-,+,mezzanine to downtown N/Q/R/W platform,-,,,,,"If you are on the mezzanine: Take an uptown N, Q, R or W to Times Sq-42 St and use elevators to transfer to a downtown N, Q, R or W. Or, exit station and take a northbound M5, M7, or M55 bus to 42 St and 6 Av. Times Sq-42 St is one block west. If you are on platform: Take a downtown N, Q, R or W to 14 St-Union Sq then either: Use elevators to transfer to an uptown N, Q, R or W to 34 St-Herald Sq. Or, exit station and take a westbound M14A or M14D bus to 14 St and 6 Av. Transfer to a northbound M7 or M55 bus to 34 St-Herald Sq.",POINT (-73.98795 40.75007)
ES363X,Escalator,Escalator,172,FULTONST-8AV-A/C,Fulton St - Station,628,"Fulton St (A,C,J,Z,2,3,4,5)",IND-A-8AV/FULTONST,Manhattan,40.710472,-74.00896,,11/10/2014,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,THYSSEN-KRUPP,YES,,NO,NO,,,,,,,,,,,,,concourse to uptown 4/5 platform and access to Transit Center exit,,,,,,,POINT (-74.00896 40.710472)
ES266X,Escalator,Escalator,281,COURTSQ-XTN-G/7,Court Sq - Station,606,"Court Sq (E,G,M,7)",IND-E-CROSSTOWN,Queens,40.7472,-73.94423,01/02/1900,06/03/2011,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,KONE,YES,,NO,NO,,,,,,0,,,,,,,E/F/G mezzanine to 45 St & Jackson Ave,,,,,,,POINT (-73.94423 40.7472)
EL500,Elevator,Elevator Hydraulic,211,BEDFORDPKBLVD-CON-B/D,Bedford Pk Blvd - Station,211,,IND-C-CONCOURSE,Bronx,40.872463,-73.88771,10/12/2020,10/12/2020,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MAE,YES,YES,YES,YES,,16' 0-1/4in,2100,Passenger,2,,,Both,1,+,-,-,Bedford Park Blvd and Grand Concourse (NW corner) to mezzanine for Manhattan-bound service,-,,,,,"If you are on the street: Take a Mott Haven-bound Bx1 LTD or Bx2 bus (Grand Concourse and Bedford Pk Blvd) to  E Kingsbridge Rd for Manhattan-bound B/D service at Kingsbridge Rd station.  If you are on the mezzanine:  See a station agent to re-enter through the faregate and use elevator to take a  Manhattan-bound B or D train to Kingsbridge Rd. Then, use elevators to exit the station  and take a Riverdale-bound Bx1 LTD or Kingsbridge Hts-bound Bx2 bus (Grand  Concourse and E Kingsbridge Rd) to Bedford Pk Blvd.",POINT (-73.88771 40.872463)
ES353,Escalator,Escalator,328,CORTLANDTST-7AV-1,Cortlandt St - Station,328,,IRT-V-7AV,Manhattan,40.71224,-74.01187,09/08/2018,09/08/2018,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,,,,,,84,996MM (40in NOMINAL),,,,,,north mezzanine to platform for uptown 1 service,,,,,,,POINT (-74.01187 40.71224)
ES333,Escalator,Escalator,112,MYRTLE-WYCKOFFAVS-MYT-M,Myrtle-Wyckoff Avs - Station,630,"Myrtle-Wyckoff Avs (L,M)",BMT-M-MYRTLEAV,Brooklyn,40.6997,-73.91183,06/14/1928,02/14/2003,IFIS,Installed-Functioning-In Service,22,YES,NYCT,FUJITEC,YES,,NO,NO,26',,,,,95,24,,,,,,M upper mezzanine to lower mezzanine for L service,,,,,,,POINT (-73.91183 40.6997)
EL327X,Elevator,Elevator Hydraulic,025,JAYST-METROTECH-BWY-R,Jay St-MetroTech - Station,636,"Jay St-MetroTech (A,C,F,R)",BMT-B-BROADWAY,Brooklyn,40.692055,-73.985176,06/13/2016,06/13/2016,IFIS,Installed-Functioning-In Service,17,NO,Private Contractor,,YES,NO,NO,NO,,,,,,,,Both,2,+,-,-,Bridge St & Willoughby St (SE corner) to mezzanine for R service in both directions,-,,,,,Alt route not available for this elevator. Please use TripPlanner for latest information.,POINT (-73.985176 40.692055)
ES312,Escalator,Escalator,023,WHITEHALLST-SOUTHFERRY-BWY-R,Whitehall St-South Ferry - Station,635,South Ferry (1)/Whitehall St (R),BMT-B-BROADWAY,Manhattan,40.703857,-74.01319,07/01/1984,07/16/2013,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,26' 11 7/8in,,,,,104,40in,,,,,,lower mezzanine to upper mezzanine for Stone St & Whitehall St exit,,,,,,,POINT (-74.01319 40.703857)
EL205,Elevator,Elevator Hydraulic,402,GRANDCENTRAL-42ST-LEX-4/5/6,Grand Central-42 St - Station,610,"Grand Central-42 St (S,4,5,6,7)",IRT-L-LEXINGTONAV,Manhattan,40.751892,-73.976585,08/01/1990,09/15/2022,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,NO,NO,,,2000,Passenger,,,,Southbound,1,+,-,+,mezzanine to downtown 4/5/6 platform,-,,,,,"If you are on the mezzanine: Take an uptown 6 to 51 St and use elevators to transfer to a downtown 6 to Grand Central-42 St. If you are on the platform: Take a downtown 6 to 28 St. Use elevator to exit station and take an uptown M1, M2, or M3 (Madison Av & E 28 St) to Madison Av and E. 43rd St. Or, take a downtown 6 to 23 St. Use elevator to exit station and cross Park Avenue.  Use elevator to re-enter station and take an uptown 6 to Grand Central-42 St.",POINT (-73.976585 40.751892)
EL710,Elevator,Elevator Hydraulic,414,BOWLINGGREEN-LEX-4/5,Bowling Green - Station,414,,IRT-M-LEXINGTONAV,Manhattan,40.704678,-74.01392,07/09/2007,07/09/2007,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,YES,YES,,,2100,Passenger,,,,Both,1,+,-,+,plaza south of Bowling Green Park to uptown platform and lower mezzanine for Brooklyn-bound service,+,,,,,If you are on the street: Take an uptown M55 bus (State St and Bridge St) to Liberty St. Then enter Fulton St 4/5 at Broadway and Dey St via the elevator on the southwest corner. If you are at the uptown platform: See a station agent to re-enter through the faregate and take an uptown 4 or 5 to Fulton St. Use elevators to exit the station and take a downtown M55 bus (Broadway and Cortlandt St) to Bowling Green 4/5. If you are on the lower mezzanine: Re-enter through the faregate and use the elevator to take a Brooklyn-bound 4 or 5 to Atlantic Av-Barclays Center. Then transfer across the platform to take a Manhattan-bound 4 or 5 to Fulton St. Proceed to Broadway and Cortlandt St and take a downtown M55 bus to Bowling Green.,POINT (-74.01392 40.704678)
EL433,Elevator,Elevator Hydraulic,254,JAMAICA-179ST-QBL-F,Jamaica-179 St - Station,254,,IND-D-QUEENSBLVD,Queens,40.71262,-73.78369,06/28/2005,06/28/2005,RNOS,Removed-Non Functioning-Out of Service,17,YES,NYCT,CANTON,YES,YES,NO,NO,,,2000,Passenger,,,,Northbound,1,+,-,+,mezzanine to terminal platform,-,,,,,"All elevators at this station are out of service for replacement. To exit, see conductor in the accessible boarding area for assistance. Confirm with conductor that the F train will remain in service and return to Manhattan. Take a Manhattan-bound F to Kew Gardens-Union Tpke and transfer to a Jamaica Center-bound E to Sutphin Blvd/Archer Av/JFK Airport. Exit the station and proceed north to the SW corner of Archer Av/Sutphin Blvd. Take a Floral Park-bound Q43 bus to Hillside Av/180 St.",POINT (-73.78369 40.71262)
EL791X,Elevator,Elevator Hydraulic,461,QUEENSBOROPLAZA-FLS-7/N/Q,Queensboro Plaza - Station,461,,IRT-C-FLUSHING,Queens,40.750584,-73.9402,04/10/2025,04/10/2025,IFIS,Installed-Functioning-In Service,17,NO,Private Contractor,,YES,YES,,,,,,,,,,Both,1,+,-,-,Queens Plaza North between Crescent St and 27 St to mezzanine for service in both directions.,+,EL478,EL478,,,If you are on the street:  Use other elevator located at the SW corner of Queens Plaza South and Crescent St. If you are on the overpass level: Follow signs to use the other elevator which will take you to the SW corner of Queens Plaza South and Crescent St.,POINT (-73.9402 40.750584)
EL427,Elevator,Elevator Hydraulic,451,JUNCTIONBLVD-FLS-7,Junction Blvd - Station,451,,IRT-C-FLUSHING,Queens,40.74914,-73.869354,02/13/2007,02/13/2007,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CANTON,YES,YES,NO,YES,,,2500,Passenger,,,,Northbound,2,-,-,+,overpass to Flushing Main St-bound platform,-,,,,,"If you are on the overpass:  Take a Manhattan-bound 7 to 74 St-Broadway and use elevators to transfer to a Flushing-bound 7.  If you are on the platform:  Take a Flushing-bound 7 to Flushing-Main St,  then either:  Transfer to a Manhattan-bound 7 to Junction Blvd.  Or,  use the elevator to exit the station and take a Long Island City-bound Q63 or Q66 bus (Main St and Roosevelt Av) to Northern Blvd and Junction Blvd. Transfer to a Rego Park-bound Q72 bus to Roosevelt Av and Junction Blvd.",POINT (-73.869354 40.74914)
ES296,Escalator,Escalator,477,72ST-2AV-Q,72 St - Station,477,,IND-S-2AV,Manhattan,40.76907,-73.95851,01/01/2017,01/01/2017,IFIS,Installed-Functioning-In Service,22,YES,NYCT,SCHINDLER,YES,,YES,YES,21577 mm (70' 9 1/2in),,,,,0,,,,,,,72 St & 2nd Ave (NW corner) to lower mezzanine,,,,,,,POINT (-73.95851 40.76907)
EL443,Elevator,Elevator Traction,223,LEXINGTONAV/63ST-63S-F/Q,Lexington Av/63 St - Station,223,,IND-T-63ST,Manhattan,40.76463,-73.96611,12/30/2016,12/30/2016,IFIS,Installed-Functioning-In Service,22,YES,NYCT,HOLLISTER-WHITNEY,YES,YES,NO,NO,,,4500,Passenger,,,,Both,5,+,-,+,63 St & 3 Av mezzanine to platforms for service in both directions.,+,,440,,440,Use an adjacent elevator.,POINT (-73.96611 40.76463)
EL117,Elevator,Elevator Traction,146,181ST-8AV-A,181 St - Station,146,,IND-A-8AV/FULTONST,Manhattan,40.852825,-73.93734,06/01/1932,08/02/2020,IFIS,Installed-Functioning-In Service,22,YES,NYCT,MCE,YES,YES,NO,NO,,106' 10in,9000,Passenger,2,,,Both,1,+,+,-,Upper mezzanine (184 St & Ft Washington Av) to lower mezzanine for service in both directions.,+,,"118, 119","118, 119",,Use an adjacent elevator.,POINT (-73.93734 40.852825)
ES343,Escalator,Escalator,414,BOWLINGGREEN-LEX-4/5,Bowling Green - Station,414,,IRT-M-LEXINGTONAV,Manhattan,40.704437,-74.014305,04/01/1977,05/16/2003,IFIS,Installed-Functioning-In Service,22,YES,NYCT,FUJITEC,YES,,NO,NO,24',,,,,89,40,,,,,,lower mezzanine to downtown 4/5 platform,,,,,,,POINT (-74.014305 40.704437)
EL780,Elevator,Elevator Hydraulic,285,METROPOLITANAV-XTN-G,Metropolitan Av - Station,629,Metropolitan Av (G)/Lorimer St (L),IND-E-CROSSTOWN,Brooklyn,40.71406,-73.95027,04/01/2024,04/01/2024,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,,YES,YES,NO,NO,,,,,2,,,Northbound,2,+,-,+,Mezzanine to Queens-bound platform.,-,,,,,"If you are on the mezzanine:  Use elevator EL779 to exit the station. Then, either:  Travel east on Metropolitan Av to Graham Av and take a Greenpoint-bound B43 bus to Manhattan Av and Greenpoint Av. Use the elevator (EL763) to access Greenpoint Av (G) station. Or, travel one block west to Lorimer St and take a Manhattan-bound L to Bedford Av. Then, transfer to a Long Island City-bound B62 bus (Bedford Av and North 5 St) to Manhattan Av and Greenpoint Av. Use the elevator (EL763) to access Greenpoint Av (G) station.  If you are on the platform:  Take a Court Sq-bound G to Greenpoint Av.  Then, either:  Transfer to a Church Av-bound G back to Metropolitan Av and use elevators to exit the station.  Or, use elevators to exit the station and take a Lefferts Gardens-bound B43 bus (Manhattan Av and Calyer St) to Graham Av and Metropolitan Av. Travel west on Metropolitan Av to Union Av.",POINT (-73.95027 40.71406)
EL333,Elevator,Elevator Hydraulic,167,W4ST-WASHSQ-8AV-A/B/C/D/E/F/M,W 4 St-Wash Sq - Station,167,,IND-A-8AV/FULTONST,Manhattan,40.731133,-74.00125,04/07/2005,11/25/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,MID-AMERICAN,YES,YES,YES,YES,,14'-1in,2500,Passenger,2,,,Both,1,+,-,-,W 3rd St & 6th Ave (NE corner) to mezzanine for A/C/E service and access to B/D/F/M service,-,,,,,"If you are on the street: Proceed north along 6 Av or take an uptown M55 bus (across 3rd St) to 12 St for the 14 St F/M/L station. For downtown F/M, enter at the NW corner of 14 St & 6 Av. For uptown F/M, enter at the NE corner of 14 St & 6 Av. For A/C/E, take a downtown F/M to W 4 St and transfer to A/C/E.  If you are on the mezzanine: See a station agent to re-enter through the faregate and take a downtown C/E to Spring St. Exit the station and proceed north along 6 Av to W 4 St.",POINT (-74.00125 40.731133)
ES636,Escalator,Escalator,471,34ST-HUDSONYARDS-FLS-7,34 St-Hudson Yards - Station,471,,IRT-CC-FLUSHING,Manhattan,40.756115,-74.001114,08/31/2018,08/31/2018,IFIS,Installed-Functioning-In Service,22,YES,NYCT,SCHINDLER,YES,,NO,NO,83.3,,,,,288,1000,,,,,,lower mezzanine to upper mezzanine for Hudson Blvd E & 35 St exit,,,,,,,POINT (-74.001114 40.756115)
EL497,Elevator,Elevator Hydraulic,209,FARROCKAWAY-MOTTAV-RKY-A,Far Rockaway-Mott Av - Station,209,,IND-F-ROCKAWAY,Queens,40.604633,-73.754265,03/21/2012,03/21/2012,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,YES,NO,,,2000,Passenger,,,,Both,1,-,-,+,Beach 22nd & Mott Ave to platform for Manhattan-bound service,+,498,,,498,Use an adjacent elevator.,POINT (-73.754265 40.604633)
ES123,Escalator,Escalator,424,PELHAMPKWY-LWP-2/5,Pelham Pkwy - Station,424,,IRT-W-WHITEPLAINSRD,Bronx,40.856728,-73.86772,12/06/1996,03/02/2023,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,YES,3518 mm (11'-6 1/2in),,,,,74,1000mm (40in NOMINAL),,,,,,mezzanine to Manhattan-bound platform,,,,,,,POINT (-73.86772 40.856728)
ES114,Escalator,Escalator,219,161ST-YANKEESTADIUM-CON-B/D,161 St-Yankee Stadium - Station,604,"161 St-Yankee Stadium (B,D,4)",IND-C-CONCOURSE,Bronx,40.827644,-73.92566,10/01/1961,03/22/2025,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,30' - 9in,,,,,119,40in,,,,,,4 upper mezzanine to lower mezzanine for B/D service,,,,,,,POINT (-73.92566 40.827644)
EL180,Elevator,Elevator Hydraulic,438,135ST-LWP-2/3,135 St - Station,438,,IRT-F-LENOX/WHITEPLAINS,Manhattan,40.814175,-73.940636,05/15/2008,05/15/2008,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,YES,YES,,,2000,Passenger,,,,Northbound,1,-,-,+,135 St & Lenox Ave (NE corner) to uptown and the Bronx-bound platform,-,,,,,"If you are on the street: Take a downtown 2 or 3 to 96 St and use elevators to transfer to an uptown 2 or 3. Or, take a Harlem-bound M7 or M102 bus (Lenox Av and 135 St) to 147 St/Adam C Powell Blvd. Proceed 2 blocks north to 149 St for the Harlem-148 St station. If you are on the platform: Contact a station agent to re-enter through the faregate and take an uptown 3 to Harlem-148 St. Transfer to a downtown 3 to 135 St.",POINT (-73.940636 40.814175)
ES210,Escalator,Escalator,402,GRANDCENTRAL-42ST-LEX-4/5/6,Grand Central-42 St - Station,610,"Grand Central-42 St (S,4,5,6,7)",IRT-L-LEXINGTONAV,Manhattan,40.751904,-73.977104,06/15/1965,10/14/2025,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,19' - 7 7/8in,,,,,81,40,,,,,,western mezzanine above 7 platform to main mezzanine for access to street and 4/5/6/S service,,,,,,,POINT (-73.977104 40.751904)
